"x","Status"
1417,"LIPOPROTEIN (A)"
1418,"LIPOPROTEIN A - LIPID LAB"
1419,"LIT HLA-B27"
1420,"LIT HLA-B5701 ABACAVIR"
1421,"LITHIUM, SERUM"
1422,"LIVER, SERUM"
1423,"LP INSULIN RESISTANCE SCORE"
1424,"LUPUS INHIBITOR EVAL"
1425,"LUPUS TEST INTP"
1426,"LUTEINIZING HORMONE, SERUM"
1427,"LVIDD (CM)"
1428,"LYME AB ELISA, SER"
1429,"LYMPH #"
1430,"LYMPH %"
1431,"LYMPHATIC DRAIN FOR MELANOMAS"
1432,"LYMPHOCYTE #"
1433,"LYMPHOCYTE %"
1434,"LYMPHOCYTE %, MANUAL"
1435,"LYMPHOCYTE NUMBER"
1436,"LYMPHOCYTES % (CSF)"
1437,"LYMPHOCYTES % (SYN FL"
1438,"LYMPHOCYTES %(BF)"
1439,"LYSINE PLASMA"
1440,"LYSINE SIN QT PLASMA"
1441,"M-PROTEIN 1"
1442,"MA BIOPSY PERC VACUUM BRST L W/GUIDE, CLIP, SPECIMEN & MAMM"
1443,"MA BIOPSY PERC VACUUM BRST R W/GUIDE, CLIP, SPECIMEN & MAMM"
1444,"MA BX PERC NEEDLE CORE BRST R"
1445,"MA BX PERC VACUUM/ROT BRST R"
1446,"MA DIAGNOSTIC MAMMO BILAT W/CAD"
1447,"MA DIAGNOSTIC MAMMO CAD"
1448,"MA DIAGNOSTIC MAMMO LEFT W/CAD"
1449,"MA DIAGNOSTIC MAMMO RIGHT W/CAD"
1450,"MA DIG MAM SCRN BILAT IMPLANT"
1451,"MA DIG MAMMO DIAG LEFT"
1452,"MA DIG MAMMO DIAG RIGHT"
1453,"MA DIG MAMMO DIAGNOSTC BILAT"
1454,"MA DIG MAMMO SCREEN BILAT"
1455,"MA DIG MAMMO SCREEN LEFT"
1456,"MA DIG MAMMO SCREEN RIGHT"
1457,"MA DUCTOGRAM INJECTION"
1458,"MA DUCTOGRM-GALACTGRM SNGL LT W/INJECTION"
1459,"MA DUCTOGRM-GALACTGRM SNGL RT"
1460,"MA GUIDE NEDL PLACE BRST EACH"
1461,"MA GUIDE STEREO WIRE LOC EACH"
1462,"MA MAMMO SCREEN BILAT IMPLANT"
1463,"MA MAMMOGRAPHY DIAG LEFT"
1464,"MA MAMMOGRAPHY DIAG RIGHT"
1465,"MA MAMMOGRAPHY SCREEN BILAT"
1466,"MA MAMMOGRPHY DIAGNOSTC BILAT"
1467,"MA PERC PLACE LOCALIZATN CLIP"
1468,"MA PORTABLE SURGERY SPECIMEN LEFT"
1469,"MA PORTABLE SURGERY SPECIMEN RIGHT"
1470,"MA PREOP PLC LOC WIRE BRST LT"
1471,"MA PREOP PLC LOC WIRE BRST LT W/WIRE, NDL PLCMT & MAMM"
1472,"MA PREOP PLC LOC WIRE BRST RT"
1473,"MA PREOP PLC LOC WIRE BRST RT W/WIRE, NDL PLCMT & MAMM"
1474,"MA PREOP PLC LOC WIRE EACH AD"
1475,"MA SCREENING MAMMO CAD"
1476,"MA STEREOTACT GUID BRST BX EA"
1477,"MA SURGERY SPECIMEN LEFT"
1478,"MA SURGERY SPECIMEN RIGHT"
1479,"MA TOMO DIAGNOSTIC BILAT W/CAD"
1480,"MA TOMO DIAGNOSTIC LEFT"
1481,"MA TOMO DIAGNOSTIC LEFT W/CAD"
1482,"MA TOMO DIAGNOSTIC RIGHT"
1483,"MA TOMO DIAGNOSTIC RIGHT W/CAD"
1484,"MA TOMO SCREEN BILAT W/CAD"
1485,"MACRO PLT"
1486,"MACRO/MESOTHELIAL %(BF)"
1487,"MACROCYTOSIS"
1488,"MACROPHAGES % (CSF)"
1489,"MACROPHAGES % (SYN FL)"
1490,"MAGNESIUM"
1491,"MAGNESIUM CONC. URINE"
1492,"MAGNESIUM, PLASMA"
1493,"MAGNESIUM, POC"
1494,"MAMM OUT NOCOMP"
1495,"MAMMOGRAPHY OTHER EXAMS"
1496,"MAMMOGRAPHY, BILATERAL"
1497,"MAMMOGRAPHY, BILATERAL SCREEN"
1498,"MAMMOGRAPHY, UNILATERAL"
1499,"MAMMS OUTSIDE COMPARISON"
1500,"MAMMS OUTSIDE FILMS"
1501,"MAMMS PATH CORRELATION"
1502,"MAMMS, ADDITIONAL VIEWS"
1503,"MANDIBLE, 3 VIEWS OR LESS"
1504,"MARSHELDER ROUGH IGE"
1505,"MATERNAL AGE AT TERM"
1506,"MATERNAL WEIGHT"
1507,"MCH"
1508,"MCHC"
1509,"MCV"
1510,"MDRD6"
1511,"MEAS ICA, WHOLE BLOOD"
1512,"MEAS IONIZED CA, WHOLE BLD, POC"
1513,"MEASLES IGG AB, SERUM"
1514,"MEASLES IGM AB, SERUM"
1515,"MECHOLYL (LAB)"
1516,"MEDICATIONS"
1517,"MELANOMA MUTATION PANEL"
1518,"MELD"
1519,"MERCURY, UR (UG/D)"
1520,"MERCURY, UR (UG/L)"
1521,"MERCURY, URINE UG/GCRT"
1522,"META INTERPRETATION"
1523,"METAMYELOCYTES #"
1524,"METAMYELOCYTES %"
1525,"METAMYELOCYTES %.........."
1526,"METAMYELOCYTES ABS........"
1527,"METANEPHRINE, UR-PER VOL"
1528,"METANEPHRINE/CREATININE RATIO"
1529,"METANEPHRINES"
1530,"METANEPHRINES, PLASMA"
1531,"METAPNEUMOVIRUS PCR"
1532,"METHADONE CONC, URINE"
1533,"METHADONE CONFIRM"
1534,"METHADONE SCR, UR"
1535,"METHADONE SCREEN, URINE"
1536,"METHADONE, URINE POC"
1537,"METHAMPHETAMINES, URINE"
1538,"METHAMPHETAMINES, URINE POC"
1539,"METHAQUALONE"
1540,"METHEMOGLOBIN"
1541,"METHIONINE PLASMA"
1542,"METHIONINE SIN QT PLASMA"
1543,"METHOTREXATE"
1544,"METHOTREXATE, 11PM -6AM"
1545,"METHYLMALONIC ACID"
1546,"METHYLMALONIC ACID MMOL/MOL, UR"
1547,"METHYLMALONIC ACID UMOL/L, UR"
1548,"METS"
1549,"MICAFUNGIN MIC"
1550,"MICRO SUMMARY COMMENT"
1551,"MICROALBUMIN"
1552,"MICROALBUMIN. CONC"
1553,"MICROALBUMIN/CREAT RATIO"
1554,"MICROCYTOSIS"
1555,"MICROMONOSPORA FAENI"
1556,"MICROSATELLITE INSTABILITY ANALYSIS BY PCR"
1557,"MICROSPORIDIA EXAM"
1558,"MID-RANGE (%)"
1559,"MID-RANGE #"
1560,"MID-RANGE %"
1561,"MID-RANGE ABSOLUTE"
1562,"MISC REF TEST NAME"
1563,"MISC REF TEST RESULT"
1564,"MISC REF TEST UNITS"
1565,"MISC REFERRAL TEST - SENT FROM LEGACY LAB"
1566,"MISC. VIRAL PRELIM 1"
1567,"MITOGEN"
1568,"MITOGEN-NIL"
1569,"MLH1 PROMOTER HYPERMETHYLATION"
1570,"MOLD MIX IGE"
1571,"MOLECULAR ID"
1572,"MOLECULAR ID 2"
1573,"MONO #"
1574,"MONO %"
1575,"MONOCYTE #"
1576,"MONOCYTE %"
1577,"MONOCYTE %(SYN FL)"
1578,"MONOCYTE%, MANUAL"
1579,"MONOCYTES - PNH"
1580,"MONOCYTES % (CSF)"
1581,"MONOCYTES %(BF)"
1582,"MONOSPOT"
1583,"MORPHINE UR, CONFIRM"
1584,"MORPHINE-GLUCURONIDE"
1585,"MPV"
1586,"MR 5TH NERVE BRAIN WWO C"
1587,"MR ABDOMEN W MRCP WITH SECRETIN WWO"
1588,"MR ABDOMEN WO CONTRAST"
1589,"MR ABDOMEN WWO CONTRAST"
1590,"MR ABDOMEN WWO CONTRAST WITH EOVIST"
1591,"MR ANKLE LT WO CONT"
1592,"MR BRAIN / MRA BRAIN WO & MRA CAROTID WWO CONTRAST"
1593,"MR BRAIN / MRA BRAIN WO CONTRAST"
1594,"MR BRAIN EPILEPSY WITH CONTRAST"
1595,"MR BRAIN MS MULTIPLE SCLEROSIS WO ONLY"
1596,"MR BRAIN PLUS FRAMELESS STEREOTACTIC WWO"
1597,"MR BRAIN TUMOR FOLLOW-UP WWO CONTRAST"
1598,"MR BRAIN W CONTRAST"
1599,"MR BRAIN WO CONTRAST"
1600,"MR BRAIN WWO CONTRAST"
1601,"MR BRAIN WWO TUMOR FOLLOW WITH PERFUSION"
1602,"MR BRAIN WWO TUMOR, PERFUSION AND SPECT"
1603,"MR BREAST W CONTRAST BILAT"
1604,"MR BREAST W CONTRAST RIGHT"
1605,"MR BREAST WWO CONTRAST BILAT"
1606,"MR BREAST WWO CONTRAST BILAT W/CAD"
1607,"MR BREAST WWO CONTRAST LEFT"
1608,"MR BREAST WWO CONTRAST RIGHT"
1609,"MR BX PERC NEEDLE CORE BREAST R W/NEEDLE PLCMT"
1610,"MR CARDIAC COMPRE + VELOCITY FLOW W/WO CONTRAST"
1611,"MR CARDIAC COMPREHENSIVE W/O CONTRAST"
1612,"MR CARDIAC COMPREHENSIVE W/WO CONTRAST"
1613,"MR CERVICAL SPINE W CONTRAST"
1614,"MR CERVICAL SPINE WO CONTRAST"
1615,"MR CERVICAL SPINE WWO CONTR"
1616,"MR CHEST WWO CONTRAST"
1617,"MR CHOLANGIOGRAPHY WO CONTRAST"
1618,"MR CHOLANGIOGRAPHY WWO CONTRAST"
1619,"MR DEFUSE 2 STROKE BRAIN WWO AND MRA WO CONTRAST"
1620,"MR ELBOW LT WWO CONT"
1621,"MR ENT SKULL BASE WWO CONT"
1622,"MR FACE WWO CONTRAST"
1623,"MR FACIAL NERVE/PAROTID WWO"
1624,"MR FEMUR LT WWO CONT"
1625,"MR FEMUR RT WWO CONT"
1626,"MR FOOT LT WWO CONT"
1627,"MR FOOT RT WO CONT"
1628,"MR HAND RT WWO CONT"
1629,"MR HIP LT WWO CONT"
1630,"MR HIP RT WO CONT"
1631,"MR HIPS BILAT WO CONT"
1632,"MR HIPS BILAT WWO CONT"
1633,"MR HUMERUS LT WWO CONT"
1634,"MR IAC WWO CONTRAST"
1635,"MR KNEE / TIB FIB LEFT WWO CONTRAST"
1636,"MR KNEE LT WO CONT"
1637,"MR KNEE RT WO CONT"
1638,"MR KNEE RT WWO CONT"
1639,"MR KNEES BILAT WO CONT"
1640,"MR LUMBAR SPINE W CONT"
1641,"MR LUMBAR SPINE WO CONT"
1642,"MR LUMBAR SPINE WWO CONTR"
1643,"MR MRA BRAIN WO CONT"
1644,"MR MRA BRAIN WWO CONT"
1645,"MR MRA NECK W CONTRAST"
1646,"MR MRA NECK WO CONTRAST"
1647,"MR MRA NECK WWO CONTRAST"
1648,"MR NECK WO CONTRAST"
1649,"MR NECK WWO CONTRAST"
1650,"MR ORBIT WWO CONTRAST"
1651,"MR PANCREAS RESEARCH"
1652,"MR PELVIS WWO CONTRAST"
1653,"MR RT PLANNING BRAIN 3T"
1654,"MR RT STEREO BRAIN 3T"
1655,"MR SHOULDER LT WO CONT"
1656,"MR SHOULDER LT WWO CONT"
1657,"MR SHOULDER RT WO CONT"
1658,"MR SHOULDER RT WWO CONT"
1659,"MR SINUSES WWO CONTRAST"
1660,"MR SPECTROSCOPY"
1661,"MR SPINE CERV / LUMB WWO CONTRAST"
1662,"MR SPINE THOR / LUMB WWO CONTRAST"
1663,"MR STROKE BRAIN WITHOUT CONTRAST"
1664,"MR THORACIC SPINE W CONTRAST"
1665,"MR THORACIC SPINE WO CONTRST"
1666,"MR THORACIC SPINE WWO CONTRAST"
1667,"MR TIBIA FIBULA LT WWO CONT"
1668,"MR TIBIA FIBULA RT WWO CONT"
1669,"MRI BRAIN WO/W CONTRAST UH"
1670,"MRI BRAIN, 3 SDQ, W/CONT, UH"
1671,"MRI BRAIN, 3 SEQ, UH"
1672,"MRI C SPINE LMT W/PRIOR CONTRST"
1673,"MRI C SPINE WO/W CONTRAST UH"
1674,"MRI C-SPINE, 3 SEQ, UH"
1675,"MRI CAD"
1676,"MRI L SPINE LMT W/PRIOR CONT"
1677,"MRI L SPINE WO/W CONTRAST UH"
1678,"MRI L-EXTREM-WO/JOINT-3 SEQ UH"
1679,"MRI L-SPINE, 3 SEQ, UH"
1680,"MRI PELVIS W CONTRAST"
1681,"MRI PELVIS, 3 SEQ, UH"
1682,"MRI PROSTATE W ENDORECTAL COIL WWO CONTRAST"
1683,"MRI SPINE LMT W/ PRIOR CONTRAST"
1684,"MRI SPINE TOTAL WWO CONTRAST"
1685,"MRI STERNOCLAVICULAR JOINTS WO CONTRAST"
1686,"MRI T SPINE WO/W CONTRAST UH"
1687,"MRSA/MSSA"
1688,"MRV HEAD WWO CONT"
1689,"MTHFR"
1690,"MUCIN"
1691,"MUCOUS (UR)"
1692,"MUMPS IGG ANTIBODY"
1693,"MV A VMAX (M/S)"
1694,"MV E VMAX (M/S)"
1695,"MV E?"
1696,"MYCOBACTERIUM TB BY PCR"
1697,"MYCOPLASMA PNEUMONIAE BY PCR"
1698,"MYELOCYTES #"
1699,"MYELOCYTES %"
1700,"MYELOCYTES %.............."
1701,"MYELOCYTES ABS............"
1702,"MYELOGRAM CERVICAL"
1703,"MYELOGRAPHY LUMBOSACRAL"
1704,"MYELOPEROXIDASE ABS"
1705,"MYOGLOBIN, URINE"
1706,"N-TELOPEPTIDE, URINE"
1707,"N. GONORRHOEAE"
1708,"NALOXONE URINE"
1709,"NASO OR ORO-GI TUBE"
1710,"NECK SOFT TISSUE"
1711,"NEPHR BI W/RENAL PELVIS DRAIN"
1712,"NEPHR W/CATH EXCHANGE"
1713,"NEPHROSTOMY EXT/NT CONV"
1714,"NEPHROSTROGRAM, BI"
1715,"NEPHROSTROGRAM, UNI"
1716,"NEUROTENSIN, PLASMA"
1717,"NEUTRAL FAT"
1718,"NEUTRO #"
1719,"NEUTRO %"
1720,"NEUTRO %(SYN FL)"
1721,"NEUTROPHIL #"
1722,"NEUTROPHIL %"
1723,"NEUTROPHIL % (CSF)"
1724,"NEUTROPHIL CYTOPLASMIC AB, IGG"
1725,"NEUTROPHIL%(BF)"
1726,"NICOTINE (SERUM)"
1727,"NICOTINE, URINE"
1728,"NIL"
1729,"NITRITES (UR)"
1730,"NITRITES, URINE"
1731,"NITROFURANTOIN"
1732,"NM ABSCESS LOCAL TOMO SPECT"
1733,"NM BONE IMG 3 PHASE"
1734,"NM BONE IMG SPECT"
1735,"NM BONE IMG WHOLE BODY"
1736,"NM BRAIN STUDY STATIC 4+ VIEWS"
1737,"NM CARD BLD POOL GTD 1ST PASS"
1738,"NM CARD BLD POOL GTD RVG 1VW"
1739,"NM CARD BLD POOL GTD RVG EXER"
1740,"NM CARD BLD POOL GTD RVG MULT"
1741,"NM CARD DTRM CENTRL HEMODYN"
1742,"NM CARD STRESS TEST ECG ONLY"
1743,"NM GASTRIC EMPTYING"
1744,"NM GI BLEED, ACUTE BLD LOSS"
1745,"NM HEPATOBIL INCL GB W PHARM AND QUANT"
1746,"NM ISOTOPE ADMI"
1747,"NM KIDNEY FLOW&FXN W/WO PHRM"
1748,"NM KIDNEY FNCT NON-IMG RADOST"
1749,"NM KIDNEY VASC FLOW ONLY"
1750,"NM KIDNEY W FLOW& FXN WO PHRM"
1751,"NM LUNG PERFUSION & VENTILATN"
1752,"NM LUNG QUANT DIFF FUNCTION"
1753,"NM LUNG QUANT DIFF PERF AND VENT INCL IMAGING"
1754,"NM LYMPH DRAINAGE SENT NODE"
1755,"NM LYMPH INJ SENTNL NODE ONLY"
1756,"NM LYMPHATCS DRAINAGE MAPING"
1757,"NM MYOCARD PERF W EJECT FRAC"
1758,"NM MYOCARD PERF W WALL MOTN"
1759,"NM MYOCARD PRF ECT S/RS PHARM"
1760,"NM MYOCARD PRF ECT S/RST EXER"
1761,"NM MYOCARD PRF PLN SGL RST/ST"
1762,"NM PARATHYROID IMAGING"
1763,"NM PARATHYROID WITH SPECT IMAGING"
1764,"NM THALLIUM 4 HR RETURN"
1765,"NM THYROID CA METS IMG LTD"
1766,"NM THYROID CA METS IMG WH BDY"
1767,"NM THYROID CA METS UPTAKE"
1768,"NM THYROID RX ABLATN CARCNOMA"
1769,"NM THYROID RX METS CARCINOMA"
1770,"NM THYROID UPTAKE ONLY"
1771,"NM TUMOR LOCAL LIMITED"
1772,"NM TUMOR LOCAL SPECT ABDOMEN"
1773,"NM TUMOR LOCAL SPECT CHEST"
1774,"NM TUMOR LOCAL WHOLE BODY"
1775,"NM TUMOR LOCALIZATION WHOLE BODY MULTIPLE DAYS"
1776,"NM TUMOR WHOLE COMPLETE"
1777,"NM UREA BREATH TEST ANALYSIS"
1778,"NMO ANTIBODY LEVEL"
1779,"NMP-22 RESULT"
1780,"NO. OF FETUSES"
1781,"NOCARDIA CULTURE"
1782,"NON-GYN CYTOLOGY"
1783,"NON-HDL CHOLESTEROL"
1784,"NON-HDL-CHOL"
1785,"NON-SQUAMOUS EPITH (UR)"
1786,"NORBUPRENORPHINE GLUCURONIDE, URINE"
1787,"NORDOXEPIN"
1788,"NOREPINEPHRINE"
1789,"NOREPINEPHRINE, UR-PER VOL"
1790,"NOREPINEPHRINE, URINE"
1791,"NOREPINEPHRINE/CREAT RATIO"
1792,"NORMAL POOL, 0 MINUTES"
1793,"NORMAL POOL, 60 MINUTES"
1794,"NORMAL RANGE"
1795,"NORMETANEPH, UR-PER VOL"
1796,"NORMETANEPHRINE, PLASMA"
1797,"NORMETANEPHRINE/CREAT RATIO"
1798,"NORMETANEPHRINES"
1799,"NORNICOTINE, URINE"
1800,"NOROVIRUS"
1801,"NORTRIPTYLINE, SERUM"
1802,"NRBC"
1803,"NRBC......................"
1804,"NRBC#"
1805,"NRBC%"
1806,"NT (USM)"
1807,"NT-PRO BNP"
1808,"NUCHAL TRANSLUCENCY"
1809,"NUCLEATED RBCS"
1810,"NUCLEATED RED BLOOD CELLS / 100 CELLS"
1811,"O2 LITER FLOW, ART POC"
1812,"O2 PULSE (ML/BEAT) - AT"
1813,"O2 PULSE (ML/BEAT) - PEAK"
1814,"O2 PULSE (ML/BEAT) - REST"
1815,"O2 SAT, ARTERIAL"
1816,"O2 SAT, MIXED"
1817,"O2 SAT, VENOUS"
1818,"OB STREP SCREEN"
1819,"OCCULT BLD FIT"
1820,"OCCULT BLOOD, FECES, #1"
1821,"OCCULT BLOOD, FECES, #2"
1822,"OCCULT BLOOD, FECES, #3"
1823,"OCCULT BLOOD, FECES, SCREEN"
1824,"OCCULT BLOOD, GASTRIC"
1825,"OLIGOCLONAL BANDS"
1826,"ON COUMADIN?"
1827,"OPEN SPINA BIFIDA PT RISK 1."
1828,"OPEN SPINA BIFIDA RISK ASSESS."
1829,"OPEN SPINA BIFIDA, INTERP."
1830,"OPHTHALMIC SURGICAL"
1831,"OPI/OXY CONFIRM INTERP"
1832,"OPIATE CONC, URINE"
1833,"OPIATE METABOLITE CONFIRM"
1834,"OPIATE SCREEN"
1835,"OPIATE SCREEN, URINE"
1836,"OPIATE/OXY CONFIRM, URINE"
1837,"OPIATES, URINE"
1838,"OPIATES, URINE POC"
1839,"OPIATES, URINE(UDN)"
1840,"OPTC PT NO SHOW"
1841,"OPTIMAL DRAW DATES"
1842,"OR FLUORO <=1 HOUR"
1843,"OR FLUORO > 1 HOUR"
1844,"ORBITS, 3 VIEWS"
1845,"ORGANIC ACIDS, UR - GCUF5"
1846,"ORGANIC BASE CONFIRM, URINE"
1847,"ORGANIC BASE SCREEN, URINE"
1848,"ORGANISM"
1849,"ORNITHINE PLASMA"
1850,"ORNITHINE SIN QT PLASMA"
1851,"OSB RISK FLAG"
1852,"OSMOLALITY"
1853,"OSMOLALITY GAP"
1854,"OSMOLALITY, CALCULATED"
1855,"OSMOLALITY, MEASURED"
1856,"OSMOLALITY, PLASMA"
1857,"OSMOLALITY, URINE"
1858,"OSTEOCALCIN"
1859,"OT EVAL"
1860,"OT PROGRESS NOTE"
1861,"OTHER"
1862,"OTHER, SERUM"
1863,"OUTSIDE BODY - READ REQUEST"
1864,"OVA AND PARASITE EXAM"
1865,"OVALOCYTES"
1866,"OXALATE"
1867,"OXYCODONE SCR, UR"
1868,"OXYCODONE SCREEN, URINE"
1869,"OXYCODONE UR, CONFIRM"
1870,"OXYCODONE, URINE POC"
1871,"OXYGEN SAT. MEASURED"
1872,"OXYHEMOGLOBIN"
1873,"OXYMORPHONE UR, CONFIRM"
1874,"P AXIS"
1875,"P-R INTERVAL"
1876,"P2Y12 REACTION UNITS"
1877,"PAIN MGMT PT EVAL"
1878,"PAIN MGMT PT NO SHOW/CNCL"
1879,"PAIN MGMT PT PROG NOTE"
1880,"PANCREASTATIN, PLASMA"
1881,"PANCREATIC ELASTASE"
1882,"PANCREATIC POLYPEPTIDE, PLASMA"
1883,"PANEL/PROFILE NAME"
1884,"PAO2/FIO2 RATIO"
1885,"PAPP-A"
1886,"PAPPENHEIMER"
1887,"PARAINFLUENZA 1 PCR"
1888,"PARAINFLUENZA 2 PCR"
1889,"PARAINFLUENZA 3 PCR"
1890,"PARAINFLUENZA 4 PCR"
1891,"PARANEOPLASTIC AUTOANTIBODY EVALUATION, SERUM"
1892,"PARATHYROID HORMONE, BIO-INTACT"
1893,"PARATHYROID INTACT, SERUM"
1894,"PARATHYROID. INTACT"
1895,"PARVOVIRUS B-19 IGG"
1896,"PARVOVIRUS B-19 IGM-EIA"
1897,"PARVOVIRUS B19 BY PCR"
1898,"PAT TEMP ART, POC"
1899,"PAT TEMP VENOUS, POC"
1900,"PATH REVIEW PERIPHERAL"
1901,"PATHOLOGY CONSULT - SLIDES"
1902,"PATIENT TEMP., ARTERIAL"
1903,"PATIENT TEMP., CAPILLARY"
1904,"PATIENT TEMP., VENOUS"
1905,"PATIENT, 0 MINUTES"
1906,"PC ABDOMEN W CONTRAST"
1907,"PC BODY PLC RAD THRPY FIELDS"
1908,"PC CHEST W CONTRAST"
1909,"PC PELVIS W CONTRAST"
1910,"PCO2 ARTERIAL, POC"
1911,"PCO2 VENOUS, POC"
1912,"PCO2, ARTERIAL"
1913,"PCO2, CAPILLARY"
1914,"PCO2, MIXED"
1915,"PCO2, VENOUS"
1916,"PCP SCREEN, UR"
1917,"PCP URINE"
1918,"PEAK/TROUGH"
1919,"PEF POST"
1920,"PEF POST (% REF)"
1921,"PEF PRE"
1922,"PEF PRE (% REF)"
1923,"PELVIS 1 VIEW"
1924,"PELVIS 2 VIEWS"
1925,"PELVIS 3 VIEWS"
1926,"PEN/CEPH ALLERGY"
1927,"PENICILLIUM IGE"
1928,"PENICILLIUM MIX"
1929,"PERC PLACEMENT GSATROSTOMY TUB"
1930,"PERCENTAGE"
1931,"PES INTERPRETATION"
1932,"PET BREAST INITIAL DX ATTEN"
1933,"PET BREAST STAGE/RESTAG ATTEN"
1934,"PET COLON CA RESTAGE ATTEN"
1935,"PET FUSS SKULL BASE TO MID-THIGHS"
1936,"PET HEAD AND NECK"
1937,"PET HEAD/NECK RESTAGE ATTEN"
1938,"PET LUNG IMAGE LUNG CA STAGING"
1939,"PET LUNG IMG SOLO NODU ATTEN"
1940,"PET LUNG INITIAL ATTEN"
1941,"PET LUNG RESTAGE ATTEN"
1942,"PET LYMPHOMA RESTAGE ATTEN"
1943,"PET MELANOMA DX ATTEN"
1944,"PET MELANOMA INITIAL ATTEN"
1945,"PET MELANOMA RESTAGE ATTEN"
1946,"PET OVARIAN CA RESTAGE ATTEN"
1947,"PET REGISTRY MEDICARE ONLY"
1948,"PET SKULL BASE TO MID-THIGHS"
1949,"PET WB DX LUNG CA ATTEN"
1950,"PET WHOLE BODY"
1951,"PF COMMENT 1"
1952,"PH (UR)"
1953,"PH ARTERIAL, POC"
1954,"PH VENOUS, POC"
1955,"PH, ARTERIAL"
1956,"PH, BODY FLUID"
1957,"PH, MIXED"
1958,"PH, URINE"
1959,"PH, VENOUS"
1960,"PH, WHOLE BLOOD"
1961,"PHARYNGL & SPEECH EVAL W VDEO"
1962,"PHENCYCLIDINE, URINE(UDN)"
1963,"PHENOBARBITAL"
1964,"PHENOBARBITAL(PRIM), SERUM"
1965,"PHENYLALANINE SIN QT PLASMA"
1966,"PHENYLALANINE, PLASMA"
1967,"PHENYTOIN"
1968,"PHENYTOIN CONC, TOTAL"
1969,"PHOMA SPECIES"
1970,"PHOS INOSITOL"
1971,"PHOSPHOETHANOLAMINE PLAS"
1972,"PHOSPHOETHANOLAMINE S QT PLASMA"
1973,"PHOSPHORUS, PLASMA"
1974,"PHOSPHOSERINE CSF"
1975,"PHOSPHOSERINE SIN QT CSF"
1976,"PHOSPHOSERINE, PLAS"
1977,"PIC LINE CHECK LEFT"
1978,"PIC LINE CHECK RIGHT"
1979,"PIGEON SERUM"
1980,"PIGWEED, ROUGH IGE"
1981,"PIPERACILLIN"
1982,"PLASMA CELLS #"
1983,"PLASMA CELLS %"
1984,"PLATELET COMMENTS"
1985,"PLATELET CONFIRM"
1986,"PLATELET COUNT"
1987,"PLATELET ESTIMATE........."
1988,"PLATELET MORPHOLOGY"
1989,"PLATELET PRODUCT SCREEN"
1990,"PLATELET RESPONSE- ASPIRIN"
1991,"PLT"
1992,"PLT FACTOR 4"
1993,"PNEUMOCYSTIS STAIN"
1994,"PNH SCREEN BY FLOW"
1995,"PNH SCREEN COMMENT"
1996,"PO2 ARTERIAL, POC"
1997,"PO2 ARTERIAL, POC CCL INTRAPROC"
1998,"PO2 VENOUS, POC"
1999,"PO2, ARTERIAL"
2000,"PO2, CAPILLARY"
2001,"PO2, MIXED"
2002,"PO2, VENOUS"
2003,"POC-HEMATOCRIT"
2004,"POC-IONIZED CALCIUM CALC"
2005,"POC-LACTATE"
2006,"POLYCHROMASIA"
2007,"POPULATION SHIFT"
2008,"POSACONAZOLE MIC"
2009,"POSACONAZOLE, QUANTITATION"
2010,"POST MYELOGRAM CT SPINE CERVICAL WITH CONTRAST"
2011,"POST MYELOGRAM CT SPINE LUMBAR WITH CONTRAST"
2012,"POST MYELOGRAM CT SPINE THORACIC WITH CONTRAST"
2013,"POST-VOID RESIDUAL (PVR)"
2014,"POTASSIUM"
2015,"POTASSIUM COMMENT"
2016,"POTASSIUM CONC, URINE"
2017,"POTASSIUM, POC"
2018,"POTASSIUM, WHL BLD, POC"
2019,"POTASSIUM, WHOLE BLOOD"
2020,"PPD INDURATION"
2021,"PPD REDNESS"
2022,"PPD RESULT"
2023,"PRE-2009 H1 SUBTYPE"
2024,"PREALBUMIN"
2025,"PRECIPITIN 1 NAME"
2026,"PRECIPITIN 1 RESULT"
2027,"PRECIPITIN REF RANGE"
2028,"PRECIPITIN/PANEL NAME"
2029,"PRELIM FUNGAL ISOL"
2030,"PRELIM REPORT"
2031,"PRELIMINARY 1"
2032,"PRIMIDONE, SERUM"
2033,"PRODUCT"
2034,"PRODUCT DESCRIPTION"
2035,"PRODUCT UNIT #"
2036,"PROGESTERONE, SERUM"
2037,"PROLACTIN, SERUM"
2038,"PROLINE PLASMA"
2039,"PROLINE SIN QT PLASMA"
2040,"PROMYELOCYTES #"
2041,"PROMYELOCYTES %"
2042,"PROMYELOCYTES %..........."
2043,"PROPOXYPHENE"
2044,"PROTEIN"
2045,"PROTEIN (CONC) URINE"
2046,"PROTEIN (UR)"
2047,"PROTEIN C ACTIVITY"
2048,"PROTEIN C, ACTIVITY"
2049,"PROTEIN CONC, URINE"
2050,"PROTEIN S ACTIVITY"
2051,"PROTEIN S ANTIGEN, FREE"
2052,"PROTEIN, BODY FLUID"
2053,"PROTEIN, TOTAL"
2054,"PROTEIN, UA"
2055,"PROTEIN, URINE"
2056,"PROTEIN/CREAT RATIO"
2057,"PROTEIN/CREATININE RATIO"
2058,"PROTHROMBIN GENE MUTATION"
2059,"PROTHROMBIN INR"
2060,"PROTHROMBIN TIME"
2061,"PSA (% FREE)"
2062,"PSA (FREE)"
2063,"PSA (TOTAL)"
2064,"PSA, TOTAL, SCREENING"
2065,"PSA, ULTRASENSITIVE"
2066,"PT 11MIX, 60MIN"
2067,"PT EVAL"
